question,answer,category,tags,priority
What is Datadog Mule Integration and how does it work?,Datadog Mule Integration Overview Datadog Mule Integration is an agent-based integration that collects metrics from MuleSoft products and uploads them onto Datadog. In the Datadog Mule Integration bundle you will find: 150+ metrics 7 out-of-the-box dashboards 13 out-of-the-box monitors Datadog Connector for Mule 4 You can use these metrics to take advantage of the out-of-the-box dashboards and monitors or you can create your own visualizations.,datadog-mulesoft-docs,"datadog,mulesoft,documentation,overview,connector,dashboard",high
What is Datadog Mule Integration 4 APM and how does it work?,"Datadog Mule Integration 4 APM Datadog Integration Datadog Mule Integration 4 APM â¢ Installation Process â¢ APM Connector Configurations â¢ APM Connector Operations â¢ Step by step tracing Sample Introduction to Datadog Mule Integration 4 APM (DMI4APM) Overview The Datadog Mule Integration 4 APM (DMI4APM) enhances the monitoring capabilities of your Mule applications by seamlessly integrating with Datadog's APM system. Our solution extends the functionality of Datadog's APM connector by adding Mule-specific operations that encapsulate application flows. These operations not only capture and send trace data to Datadog APM but also facilitate the propagation of these traces across Mule applications and APIs. Datadog APM Integration Datadog's Application Performance Monitoring (APM) offers real-time insights into the performance of your applications, helping you track requests as they travel across different services and detect issues before they affect your customers. DMI4APM leverages this powerful feature to provide in-depth visibility into the health and performance of Mule applications. Logs DMI4APM ensures that all operational data is captured and logged, allowing for comprehensive traceability. The connector processes these traces, ensuring that the full journey of a request is visible in the Datadog APM interface, from the entry point in a Mule application to external services and back. Mule Application Requirements - APM Mule Connector : Your Mule applications or APIs must have the APM Mule connector installed. This connector is vital for wrapping your application flows and enabling the propagation of trace data to the Datadog APM system. You can find it here. - Application Modifications : You will need to integrate Mule connector operations into your Mule applications or APIs. This step is essential for capturing the performance data that DMI4APM will process and send to Datadog. Software Requirements - Java : Java 21 must be installed on your system, as DMI4APM requires it to run the necessary processes for APM data collection and integration. - Datadog Agent : A functioning Datadog Agent installation is required to facilitate the collection and forwarding of metrics and traces to the Datadog platform. System and Network Requirements - Operating System : DMI4APM is compatible with both Linux and Windows operating systems, allowing you to choose the environment that best fits your infrastructure. - TCP Port : Ensure that TCP port 8127 is available and not being used by any other processes. DMI4APM uses this port to receive APM trace data, so it is crucial that this port is free to avoid any conflicts. Important Notes - Verify that your system meets these requirements before proceeding with the installation. - Additional dependencies or configurations may be required depending on your specific system setup or the complexity of your Mule applications. By meeting the above requirements, you can ensure that DMI4APM will function correctly within your Mule environment, providing you with comprehensive monitoring and improved performance insights. System architecture Installation Guide for DMI4APM from the Datadog Marketplace Before beginning the installation process for the Datadog Mule Integration 4 APM (DMI4APM), ensure that you have a Datadog account and that the Datadog Agent is installed and running on your system. The installation process outlined below is necessary to enable DMI4APM within your infrastructure, allowing you to start monitoring your Mule applications with Datadog's advanced APM capabilities. Prerequisites Datadog Account: Ensure you have an active Datadog account. If you do not have an account, you can sign up at the Datadog website. Datadog Agent: The Datadog Agent must be installed and functioning on your system. For installation instructions, refer to the official Datadog Agent documentation. System Compatibility: Verify that your system meets all the necessary requirements as described in the previous sections, including software, system, and network requirements. Connected App: DMI4APM requires an Anypoint Platform connected app to validate there is an active Mule license. At the level of the Anypoint Platform master organization, create a connected app as ""App acts on its own behalf - client credentials"" and assign the ""View Organization"" permission. Installation Steps Once you have met all the prerequisites, follow these steps to install DMI4APM from the Datadog Marketplace: Note: This steps must be executed as a standard user. Use root privileges only with specific sudo commands. Open a Terminal or Command Prompt: Access your terminal or command prompt on the system where the Datadog Agent is installed. Run the Installation Command: Enter and execute the following command to install the DMI4APM integration: sudo -u dd-agent datadog-agent integration install --third-party datadog-iocs- dmi4apm==X.Y.Z This command installs the DMI4APM version X.Y.Z as a third-party integration within your Datadog Agent environment. Next Steps After successfully installing DMI4APM, proceed with the configuration guide to set up and customize DMI4APM according to your monitoring needs. This includes setting up initial configuration settings, instances, and key configuration elements as detailed in the previous sections. By following these steps and ensuring your system meets all requirements, you can leverage DMI4APM for comprehensive monitoring and improved performance insights within your Mule environment. Configuration Guide for Datadog Mule Integration 4 APM (DMI4APM) DMI4APM requires specific configuration settings to ensure successful integration with the Datadog platform and the Mule applications. Below is a guide to help you configure DMI4APM with the initial settings necessary for the Datadog integration. Configuration Settings Begin by setting the initial configuration for your integration with Datadog. This involves specifying the client_id and client_secret provided by Mule, as well as the dd_api_key , which is your unique Datadog API key. These configuration settings will be provided in the conf.yaml file, which can be found in at /etc/datadog-agent/conf.d/iocs_dmi4apm.d/ Initial configuration settings for the Datadog integration init_config: client_id: """" client_secret: """" dd_api_key: """" Replace < YOUR_MULE_CLIENT_ID>, < YOUR_MULE_CLIENT_SECRET>, and < YOUR_DATADOG_API_KEY> with the credentials provided to you by Mule and Datadog. Next, configure the instances and set the parameters for collection intervals, buffer sizes, tracer ports, and server ports. Here is an example configuration: instances: - min_collection_interval: 15 tracer: source: port: 8127 destination: port: 8126 vm_options: - ""-Xmx128m"" Key Configuration Elements - min_collection_interval : The minimum interval between data collections, in seconds. - tracer : - source.port : The port where DMI4APM listens for incoming trace data (8127 by default",datadog-mulesoft-docs,"datadog,mulesoft,documentation,overview,apm,connector",high
"How do I configure < YOUR_MULE_CLIENT_ID>, < YOUR_MULE_CLIENT_SECRET>, and <?","< YOUR_MULE_CLIENT_ID>, < YOUR_MULE_CLIENT_SECRET>, and < YOUR_DATADOG_API_KEY> with the credentials provided to you by Mule and Datadog. Next, configure the instances and set the parameters for collection intervals, buffer sizes, tracer ports, and server ports. Here is an example configuration: instances: - min_collection_interval: 15 tracer: source: port: 8127 destination: port: 8126 vm_options: - ""-Xmx128m"" Key Configuration Elements - min_collection_interval : The minimum interval between data collections, in seconds. - tracer : - source.port : The port where DMI4APM listens for incoming trace data (8127 by default). - destination.port : The port to which DMI4APM forwards the trace data (8126 by default). - vm_options : JVM options for running DMI4APM, such as memory limits. Applying the Configuration To apply these settings, insert them into the appropriate configuration file for DMI4APM, typically named conf.yaml or similar this has to be save in the following folder. Linux: /etc/datadog-agent/conf.d/iocs_dmi4apm.d Windows: C:\ProgramData\Datadog\conf.d\iocs_dmi4apm.d After updating the configuration file with your specific values, restart DMI4APM to apply the changes. - Always keep your client_id , client_secret , and dd_api_key secure and do not share them publicly. - Adjust the buffer size and time limit settings based on the volume of your trace data and network conditions. - The VM options should be set according to the available system resources and the needs of your application. By following this guide and correctly applying the configuration settings, you will establish a robust connection between your Mule applications and Datadog's monitoring services. Verification: After the installation completes, verify that DMI4APM has been installed successfully by checking the Datadog Agent's status. You can do this by running: sudo -u dd-agent datadog-agent status Look for datadog-iocs-dmi4apm in the list of installed integrations to confirm that the installation was successful. To confirm if the DMI4APM integration is running, follow these steps: Navigate to the log directory by using the following path: /var/log/datadog Display the content of the apm.log file. Check the log output for the following message to verify that the integration is running:",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,monitoring",high
How do I configure Datadog Mule Integration 4 APM?,"Datadog Mule Integration 4 APM Global Elements Datadog Mule Integration 4 APM â¢ Installation Process â¢ APM Connector Configurations â¢ APM Connector Operations â¢ Step by step tracing Sample Datadog APM Config The Datadog APM Config is the global configuration of the Connector. It establishes the connection between the Mule application and the Datadog agent running APM. These are the connection settings, here you set the host where the Datadog Agent is running, and the port. These are optional information to give more context about the connection, by default the service name is unnamed-java-app , even if this field is empty. Version: This allows you to specify the version of your app, which will be visible in the Datadog platform.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,connector",high
How do I configure Datadog Mule Integration 4 APM?,"Datadog Mule Integration 4 APM Log4j Datadog Mule Integration 4 APM â¢ Installation Process â¢ APM Connector Configurations â¢ APM Connector Operations â¢ Step by step tracing Sample To use this operation, you need to configure the appended in the log4j2.xml file in your project as the below example. This will help to forward the logs captured in Log4J2 to the Datadog Log platform. Note that there's a system variable, ddApiKey , that is passed at runtime. Tag Version: When you set the version property in your application, a version tag is added to all your traces. This helps correlate apps and identify errors. The global configuration now includes a ""version "" property. This allows you to specify the version of your app, which will be visible in the Datadog platform. ```yaml ``` In Studio, you can configure this variable as a VM argument. Logs forwarding in CloudHub Configure the log4j2.xml file with the CloudHub appender. ```yaml <PatternLayout pattern=""[%d{MM-dd HH:mm:ss}] %-5p %c{1} [%t]: %m%n""/> ``` When an application is deployed in CloudHub the Runtime Manager always overwrites the log4j2.xml Disable the CloudHub logs in order for Runtime Manager to apply the projectâs log4j2.xml configuration file. By default, Disable CloudHub logs is not a visible option in Runtime Manager. A special request to the Mulesoft support team is required to enable this option. More info: https://docs.mulesoft.com/runtime-manager/custom-log- appender In order to deploy the app in CloudHub, add the ddkeyApi property. Because of security reasons, put in the mule-artifact.json ddApiKey as a secure property: ```yaml { ""minMuleVersion"": ""4.3.0"", ""secureProperties"": [""ddApiKey""] } ``` The logs shown in the live console are the logs generated by the log4j2.xml file. The same event Id can be seen in the log forwarded to Datadog Log.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,connector",high
How do I configure Datadog Mule Integration 4 APM?,Datadog Mule Integration 4 APM Run Configurations Datadog Mule Integration 4 APM â¢ Installation Process â¢ APM Connector Configurations â¢ APM Connector Operations â¢ Step by step tracing Sample,datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,connector",high
How do I configure Datadog Mule Integration 4 APM?,"Datadog Mule Integration 4 APM Note: NOVA was formerly known as IO Connect Services. URLs in this document still reference the ioconnectservices.com domain for technical compatibility. Operations Datadog Mule Integration 4 APM â¢ Installation Process â¢ APM Connector Configurations â¢ APM Connector Operations â¢ Step by step tracing Sample Create Span The create span operation as states, creates a new span in the flow, it will run in the flow until it gets finished. A span can contain Children, and those Children as well can contain Children and so on, this is useful to add granularity to the project. The operation looks like this: - Display name: By default is displayed as Create Span. - Connector configuration: This is where the Datadog Global Configuration is set, required. - Span name: required. - Parent: The parent of the created span, optional. - Finish this span at the end of the main flow: This checkbox ensures that the span will be closed automatically at the end of the flow execution, the default is unchecked. - Tags: These* are key-value pairs that can be set *Inline or with DataWeave expressions , this provides labels attached to the spans that are created in execution time, optional. - HTTP Request Tags: Additional info the user can provide to the span, in this case the HTTP Method and the URI Path in case the user may require it for REST Services. Accept DataWeave expressions as well as static values. optional. The following is an example of how to assign a child span to a parent. This flow will be used as the main example thoughout the different operation explanations. Letâs check how this can be useful. There are 3 spans created in the flow: Parent, Child, and GrandChild The main span is called Parent , then in the Child span we assign the Parent field as Parent , which is the name of the first span created, and finally, we assign GrandChild span Parent field as Child. With this we have the following hierarchy: Parent will contain Child , at the same timeChild will containGrandChild. If we run the following flow and go to the Datadog APM, the result is this trace: And here the spans created: As you can see, Child and GrandChild are nested to the Parent. Nesting can have n level. The Create Span element sets a Span with a name, this span will run as soon as is created in the flow, can have a parent and fields for tags. ```yaml ``` Distributed tracing Context Injection None: No injection information. Edit Inline: Define properties for trace information. ```yaml Trace ID: (Required) to specify the trace ID of the propagated trace to correlate the trace to be created Parent ID: (Required) to specify what ID is our parent, we need the parent ID to successfully create the context of the trace to create. Sampling Priority: Used for sampling rules by priority contains a numeric value Baggage Items: The Baggage items are the tags propagated from other traces to your trace to create. This is a Map of string, string, representing the key and value to get the baggage items. A common example of a propagated tag could be orderId or customerId. ``` Note: Ensure baggage item values are not null. Use DataWeave expressions with â#[]â for transformations. Context Propagation The context propagation section is where you will set the tags you want to distribute. All the tags defined here will be shown in Datadog platforms as normal tags but also will get in the Create Operation response with the next format âot-baggage-TAG-NAMEâ, and you can use it to propagate to your other apps. When you set baggage items you can define it as next. The baggage items in context propagations is a Map of string, string, representing the key and value. A common example of a propagated tag could be the correlationId or customerId. Note : If you set a property to define a baggage item you need to ensure that the value is not null. DataWeave expressions are not set by default, you need to define the â#[]â before using a DataWeave transformation. Parameters Name | Type | Description | Default Value | Required ---|---|---|---|--- config-ref | Configuration | Global configuration element of the operation | | x spanName | String | Name of the span to be created | | x parent | String | Name of a span that will act as the parent of the one created in this operation | | method | String | HTTP Method to be inserted in the span | | path | String | Path to be inserted in the span | | tags | Map | Key-value pair of tags that can be inserted in the span | | autofinish | Checkbox | Indicates if span will be auto finish at the end of the flow | false | Trace ID | String | Trace ID for context propagation | | x Parent ID | String | Parent ID for the next trace | | x Sampling priority | Int | Used for sampling rules and rates | | Baggage items | Map | Tags distributed through all spans | | Baggage items | Map | Tags distributed through all spans for context propagation | | Output âCreate Spanâ Operation now returns a HashMap Object In APM Connector versions < 3.0.0 the Create operation returns a void element, but this changed with this update. Now we return a HashMap object of a key, value pair representing the span context of the created object. The objective of this have the ability to distribute the span to different applications. This means we will be able to propagate our trace updates in our apps. When you use the Create operation you will get the next parameters. They are the same fields that you get with the create operation: - x-datadog-trace-id : this field has the trace id. You will use this trace ID to propagate the context to other apps and correlate the next trace to be created - x-datadog-parent-id : You can use this field to specify the parent of the next traces. - x-datadog-sampling-priority : This property is used when you are using sampling rules and rates. - ot-baggage -â¦: All elements starting with âot-baggage-â are tags that will be distributed through all our spans. Note : Since the Update operation now returns an object, the payload will be overridden. Store the result value in a target variable. See the ""Recommendations Using the APM Connector 3.0.0"" article. Finish Span The Finish Span element finishes a span already created in the flow, sending this span to the Datadog APM view with its respective timestamps, contains the global configuration and the span name to be finished. ```yaml ``` Name | Type | Description | Default Value | Required ---|---|---|---|",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,connector",high
How do I configure - ot-baggage -â¦: All elements starting with âot-baggage-â are tags that will be distributed through all our spans.?,"- ot-baggage -â¦: All elements starting with âot-baggage-â are tags that will be distributed through all our spans. Note : Since the Update operation now returns an object, the payload will be overridden. Store the result value in a target variable. See the ""Recommendations Using the APM Connector 3.0.0"" article. Finish Span The Finish Span element finishes a span already created in the flow, sending this span to the Datadog APM view with its respective timestamps, contains the global configuration and the span name to be finished. ```yaml ``` Name | Type | Description | Default Value | Required ---|---|---|---|--- config-ref | Configuration | Global configuration element of te operation | | x spanName | String | Name of the span to be finished | | x error | Boolean | Check if the span is marked as error | false | statusCode | Integer | Set the status code of a span if stated | | Update Span The Update Span element updates a span already created in the flow, adding tags to add more optional information between the creation and closure of it. ```yaml ``` Name | Type | Description | Default Value | Required ---|---|---|---|--- config-ref | Configuration | Global configuration element of the operation | | x spanName | String | Name of the span to be updated | | x âUpdate Spanâ Operation now returns a HashMap Object In APM Connector versions < 3.0.0 the Update operation returns a void element, but this changed with this update. Now we return a HashMap object of a key, value pair representing the span context of the created object. The objective of this have the ability to distribute the span to different applications. This means we will be able to propagate our trace updates in our apps. When you use the Update operation you will get the next parameters. They are the same fields that you get with the create operation: Activate Span The Activate Span element sets a span as the new active one, measuring all the current performance in the flow, contains the global configuration and the span name to be activated. ```yaml ``` Name | Type | Description | Default Value | Required ---|---|---|---|--- config-ref | Configuration | Global configuration element of the operation | | x spanName | String | Name of the span to be activated | | x Finish All The Finish All element sets all the spans created to finished at once, this operation is executed based on a LIFO structure, contains the Global configuration ```yaml ``` Name | Type | Description | Default Value | Required ---|---|---|---|--- config-ref | Configuration | Global configuration element of the operation | | x Logger The Logger element creates information to be logged to the stated span in the Span Name field, sending information that can be consulted in the Datadog APM view, contains the Global configuration, the span name, a message, the logging level to be chosen, and the category. This logger operation is designed to help correlating the produced log with the parent trace Id in Datadog APM. ```yaml ``` Name | Type | Description | Default Value | Required ---|---|---|---|--- config-ref | Configuration | Global configuration element of the operation | | x spanName | String | Name of the span in which the logs will be inserted | | x message | String | Message to be inserted in the span | | x level | Enumeration, one of: - DEBUG - ERROR - INFO - TRACE - WARN | Logging level of the log | INFO | | --- | --- | category | String | Label to classify the log | |",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,integration,apm",high
How do I configure Datadog Mule Integration 4 APM?,"Datadog Mule Integration 4 APM Note: NOVA was formerly known as IO Connect Services. URLs in this document still reference the ioconnectservices.com domain for technical compatibility. How to install Datadog Mule Integration 4 APM â¢ Installation Process â¢ APM Connector Configurations â¢ APM Connector Operations â¢ Step by step tracing Sample Installing a Run the sample tracing applications Sections: Installing and execution Getting the APIs required Exchange configurations Preparing the run configurations Execution of the APIs Getting the APIs required Please download and import in Anypoint Studio each of the 4 APIs jars: - Experience marketing-eapi NOVA/cdn/docs/Datadog-APM-Connector/examples/datadog_apis/marketing-eapi-1.0.0.jar - Process messaging-papi: NOVA/cdn/docs/Datadog-APM-Connector/examples/datadog_apis/messaging-papi-1.0.0.jar - System contacts-sapi: NOVA/cdn/docs/Datadog-APM-Connector/examples/datadog_apis/contacts-sapi-1.0.0.jar - System twilio-sapi: NOVA/cdn/docs/Datadog-APM-Connector/examples/datadog_apis/twilio-sapi-1.0.0.jar Exchange configurations Once all the APIs have been downloaded, we need to set up some Exchange configurations. 1. Ensure you have the Datadog APM Connector publish as an asset in your company's Anypoint Platform Exchange. 2. For each one of the APIs imported, update the pom.xml file by replacing every {ORGANIZATION_ID} with your own Anypoint Platform organization ID. 3. In your local maven installation open your settings.xml file. Add your Anypoint Plataform username and password inside the """" tag. Your server ID in the settings.xml file needs to match exactly with your repository ID in the pom.xml file. You can skip this step if you already have it configured. 4. Anypoint Studio should be able to start downloading the connector from your company's Exchange into your projects. If not happening automatically, please make an update in your pom.xml file or close and reopen each project. Preparing the run configurations Once you have all 4 APIs projects imported, and configurations applied, go to Run > Run configurations... Select all projects to run them simultaneously. In the Arguments tab in the Program arguments box, put the following: ```yaml -Denv=local ``` In the VM Arguments box, put the following (and please replace dd.host and ddApiKey values with your own): ```yaml -Ddd.host={place here your host ip, sample: 127.0.0.1} -DddApiKey={place here your api key sample: abcdefg123456} -Ddomain=localhost -DddAppName1=marketing-eapi-dev -DddAppName2=messaging-papi-dev -DddAppName3=contacts-sapi-dev -DddAppName4=twilio-sapi-dev -DddService1=marketing-eapi-dev -DddService2=messaging-papi-dev -DddService3=contacts-sapi-dev -DddService4=twilio-sapi-dev ``` Execution of the APIs Once installed, use the following curl command to execute the APIs from the Marketing EAPI (please note, calls made by the example APIs shared in this page are just mocked calls). ```yaml curl --location --request POST 'http://localhost:8081/api/messages' \ --header 'Content-Type: application/json' \ --data-raw '{ ""contactId"": ""a0f901f1-9105-4c06-9ec6-82f91a963d9c"", ""body"": ""Demo 10/11 - 001"" }' ``` The Marketing EAPI should return an HTTP status code 201 as a successful response. Now that the transaction has been executed, you should be able to track the event with the correlation ID in your Datadog instance, which is shared across all systems, in the Datadog > Logs section. Take the below image as a reference of what you would be able to find in your Datadog instance.",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,connector",high
How do I configure Datadog Mule Integration 4 APM?,"Datadog Mule Integration 4 APM Datadog Config Datadog Mule Integration 4 APM â¢ Installation Process â¢ APM Connector Configurations â¢ APM Connector Operations â¢ Step by step tracing Sample The Datadog APM Global Configuration organizes connection elements such as the host and port, also provides configuration parameters for optional config like the Service Name and the Environment. ```yaml ``` Parameters Name | Type | Description | Default Value | Required ---|---|---|---|--- host | String | Host where the Datadog Instance is running | | x port | int | Port to connect to the Datadog instance | | x service | String | Service name to reference this execution | unnamed-java-app | environment | String | label to states the environment where the execution is running | |",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,connector",high
What is DATADOG MULE INTEGRATION - JMX [On-Prem] | Visualizing and how does it work?,"DATADOG MULE INTEGRATION - JMX [On-Prem] | Visualizing Visualizing the JMX metrics Now, let's confirm you are able to see the metrics in Datadog web page. Login into: https://app.datadoghq.com/account/login?next=%2F Â·Once there, go to the left menu, select Dashboards __ and there, look for JVM Metrics or JVM - Overview dashboard. o If the JVM Metrics dashboard is selected, then go up into the dashboard, below the dashboard name, and check for the $host variable, here select your host or â* â to show hosts gathered metrics. o If the JVM - Overview dashboard is selected, then go up into the dashboard, below the dashboard name, and check for the $scope __ variable, here select your host or â* â to show hosts gathered metrics. o Please find below an image of what it is depicted above: Â·And thatâs it you can visualize your JMX metrics OOB. This link contains the list of the metrics you can obtain from JMX. References",datadog-mulesoft-docs,"datadog,mulesoft,documentation,overview,dashboard",high
How do I configure DATADOG MULE INTEGRATION - JMX [On-Prem]?,"DATADOG MULE INTEGRATION - JMX [On-Prem] The Mule Runtime Manager agent JMX service allows you to monitor specific JMX metrics and send them to external services. The JMX service collects metrics, which are then sent to publishers responsible for transmitting them to external monitoring tools [1]. Datadog offers a monitoring service with a lightweight Java plugin called JMXFetch. This plugin is invoked by the Datadog Agent, connecting to the MBean Server to collect application metrics. It subsequently sends these metrics to the Datadog Agent using the DogStatsD server, which operates within the Agent[2]. Achieving comprehensive monitoring of your Mule runtimes involves installing the Datadog Mule integration into the agent, enabling Datadog APM, and collecting JVM metrics from your Mule runtime. These metrics provide deep infrastructure insights and link your instances/servers with APM services, providing a unified view of your customer-hosted runtime planesâall within a single platform. JMX metrics at mule runtimes To open JMX metrics consumption at your mule servers for the Datadog agent, you must run your mule runtime or add the below arguments [3] to your mule instance conf folder in a file named wrapper-additional.conf: Â·-M-Dcom.sun.management.jmxremote o To allow the JMX client access to the Mule Java VM. Â·-M-Dcom.sun.management.jmxremote.port=portNum o To enable JVM monitoring of your instance. In the property above, portNum is the port number through which you want to enable JMX RMI connections. Â·-M-Dcom.sun.management.jmxremote.local.only=true o If set to false, remote system monitoring can be configured but if you are running the Datadog agent in the same instance where your mule runtime is running this is not neccessary. Â·-M-Dcom.sun.management.jmxremote.authenticate=false o Password authentication for remote monitoring is enabled by default. To disable it, set the following system property when you start the Mule runtime, moreover all traffic is kept locally and no outbound monitoring is configured. Â·-M-Dcom.sun.management.jmxremote.ssl=false o To use client SSL authentication then set it true, N/A for local monitoring. Â·-M-Djava.rmi.server.hostname=host o To enable JVM monitoring of your instance. In the property above, host is the local IP address of your server to enable JMX RMI connections. Note : Above properties, like the host and port, will be used later in the Datadog agent configuration. After running your Mule runtime with the above configuration, the agent can collect these metrics and report them into the Datadog platform, if your Mule runtime was running and you added the properties as a wrapper- additional.conf a restart of your instance is required, letâs configure the agent to do so. Setting up the Datadog Agent for JMX fetch Prerequisites 1. A Datadog agent running. 2. Your Mule applications must be customer hosted. 3. The Datadog agent must be able to communicate with the Mule server. Ensure that the configured host and port for the Mule runtime JMX service are reachable. Configuration/Steps Â·Configure the depicted file at the following link according to your needs and specs, please follow Datadog documentation: o https://docs.datadoghq.com/integrations/java/?tab=host#configuration Â·Restart the datadog agent o Linux: Â§ https://docs.datadoghq.com/agent/guide/agent- commands/?tab=agentv6v7#restart-the- agent o Windows: Â§ https://docs.datadoghq.com/agent/basic_agent_usage/windows/?tab=gui Â·Letâs check the JMXFetch is running and gathering our instance(s): o Please follow the below document to verify that JMXFetch check is executing correctly: Â§ https://docs.datadoghq.com/agent/troubleshooting/agent_check_status/?tab=agentv6v7 Â§ When configured and started successfully, it should show you something similar like the below image:",datadog-mulesoft-docs,"datadog,mulesoft,documentation,configuration,apm,monitoring",high
What is DATADOG MULE INTEGRATION - Configuration | Connected Apps and how does it work?,"DATADOG MULE INTEGRATION - Configuration | Connected Apps The Connected Apps permissions The Datadog Mule Integration relies on specific permissions within the MuleSoft Anypoint Platform to collect metrics. To grant these permissions, a Connected App is used. Follow the instructions in the official MuleSoft documentation to create a Connected App. https://docs.mulesoft.com/access-management/connected-apps- overview The Connected App has to be of the type App acts on its own behalf (client credentials). The Datadog Mule Integration requires the ""View Organization"" permission to collect metrics. Here's a breakdown of the required permissions for different set of metrics: Access Management: READ APPLICATIONS API Events: This permission is solely for reading data from API Manager. Datadog Mule Integration does not modify any modifications. - API GROUP ADMINISTRATOR - VIEW APIS CONFIGURATION - VIEW POLICIES API Manager: API GROUP ADMINISTRATOR VIEW CONTRACTS VIEW POLICIES ARM Monitoring Query: READ APPLICATIONS READ SERVERS ARM Mule Agent: This API needs on premise mule server and configure in conf.yaml. ARM Rest Services READ ALERTS READ APPLICATIONS READ SERVERS CloudHub: This is only required to read data from CloudHub. Datadog Mule Integration does not modify any asset. - CLOUDHUB ORGANIZATION ADMIN - READ ALERTS Exchange Experience API: This is only required to read data from Exchange. Datadog Mule Integration does not modify any asset.__ - EXCHANGE ADMINISTRATOR INSIGHT: CLOUDHUB ORGANIZATION ADMIN Object Store: MANAGE APPLICATION DATA STORES METRICS VIEWER MANAGE STORES DATA VIEW STORE CLIENTS Object Store V2 Stats: This is only required to read data from Object Store V2 statistics.Datadog Mule Integration does not modify any asset.If these metrics are not desired, make sure you comment out this entry in the configuration file in instances . - AN ADMINISTRATOR USER - MANAGE STORES DATA - STORE METRICS VIEWER - VIEW STORE CLIENTS Runtime Fabric: MANAGE RUNTIME FABRICS READ APPLICATIONS The integration does not modify in any manner the assets in Anypoint Platform, those permissions are for read-only. Full example Below is a complete configuration example (with fake credentials and ids): ```yaml init_config: hosts: anypoint: https://anypoint.mulesoft.com object_store_v2: https://object-store-us-east-1.anypoint.mulesoft.com object_store_v2_stats: https://object-store-stats.anypoint.mulesoft.com # mule_server: oauth_provider: https://anypoint.mulesoft.com/accounts/api/v2/oauth2/token basic_auth_provider: https://anypoint.mulesoft.com/accounts/login client_id: 035715123cbc31a123456a43143213f3 client_secret: bAc2345678C34aFF1aB1A12f5A245678 env_id: a3cc1234-4a24-125b-1a45-1c1aa1a13cad org_id: ac2345aa-cc13-1367-bca1-b1234a2aa4aa customer_key: a6a6-b5568ae854e5 connection_wait_time: 2 connection_attempts_num: 3 instances: - min_collection_interval: 86400 threads: 32 api_filter: - access_management - min_collection_interval: 10 threads: 32 api_filter: - arm_monitoring_query - min_collection_interval: 10 threads: 32 api_filter: - arm_mule_agent - min_collection_interval: 10 threads: 32 api_filter: - arm_rest_services - min_collection_interval: 10 threads: 32 api_filter: - cloudhub - min_collection_interval: 60 threads: 32 api_filter: - api_manager - min_collection_interval: 60 threads: 32 api_filter: - api_events - min_collection_interval: 86400 threads: 32 api_filter: - exchange_experience - min_collection_interval: 60 threads: 32 api_filter: - insight - min_collection_interval: 86400 threads: 32 api_filter: - object_store - min_collection_interval: 86400 threads: 32 api_filter: - object_store_v2_stats ``` PREVIOUS TOPIC NEXT TOPIC",datadog-mulesoft-docs,"datadog,mulesoft,documentation,overview,monitoring,configuration",high
